"level4_cod";"scientificName";"SSBS";"Best_guess_binomial";"Reference";"SSS";"Diversity_metric_type";"Study_common_taxon";"Predominant_land_use";"Use_intensity";"Km_to_nearest_edge_of_habitat";"Longitude";"Latitude";"Taxon";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"Higher_taxon";"Measurement";"Effort_corrected_measurement";"Invasion_status"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 108";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 108";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-5.436;11.2311;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";19;36.48;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 111";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 111";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-5.436;11.2311;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";54;54;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 112";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 112";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-6.109564;10.87131;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";33;237.6;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 114";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 114";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-6.0219;10.4591;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";4;20.5714285714286;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 115";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 115";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-5.5622;10.7828;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";5;80;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 116";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 116";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-5.560667;10.780855;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";1;12;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 81";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 81";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-5.436;11.2311;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";22;103.529411764706;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 82";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 82";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-5.667;10.8227;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";5;90;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 85";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 85";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-5.667;10.8227;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";1;18;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 88";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 88";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-5.5622;10.7828;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";2;24;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 89";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 89";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-5.560667;10.780855;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";3;72;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 92";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 92";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-5.667;10.8227;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";4;288;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 93";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 93";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-6.109564;10.87131;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";14;126;"predicts_NA"
"MLI-OO";"Praomys rostratus";"MJ1_2011__Granjon 1 Sikasso 96";"Praomys rostratus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 96";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-5.560667;10.780855;"Praomys rostratus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Praomys";"rostratus";"Mammalia";1;12;"predicts_NA"
"MLI-OO";"Steatomys caurinus";"MJ1_2011__Granjon 1 Mts. Mandingues 2";"Steatomys caurinus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 2";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-8.760211;12.271652;"Steatomys caurinus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Steatomys";"caurinus";"Mammalia";2;7.61904761904762;"predicts_NA"
"MLI-OO";"Tatera guineae";"MJ1_2011__Granjon 1 Bafing 22";"Tatera guineae";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 22";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-10.2524;12.45;"Tatera guineae";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Tatera";"guineae";"Mammalia";1;24;"predicts_NA"
"MLI-OO";"Tatera guineae";"MJ1_2011__Granjon 1 Baoulé 66";"Tatera guineae";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 66";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-10.4664;12.9489;"Tatera guineae";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Tatera";"guineae";"Mammalia";1;7.2;"predicts_NA"
"MLI-OO";"Tatera guineae";"MJ1_2011__Granjon 1 Mts. Mandingues 2";"Tatera guineae";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 2";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-8.760211;12.271652;"Tatera guineae";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Tatera";"guineae";"Mammalia";1;3.80952380952381;"predicts_NA"
"MLI-OO";"Tatera guineae";"MJ1_2011__Granjon 1 Sikasso 110";"Tatera guineae";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 110";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-5.4369;11.2291;"Tatera guineae";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Tatera";"guineae";"Mammalia";1;3.31797235023042;"predicts_NA"
"MLI-OO";"Tatera kempi";"MJ1_2011__Granjon 1 Bafing 29";"Tatera kempi";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 29";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-10.4664;12.9489;"Tatera kempi";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Tatera";"kempi";"Mammalia";1;18;"predicts_NA"
"MLI-OO";"Tatera kempi";"MJ1_2011__Granjon 1 Bafing 30";"Tatera kempi";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 30";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-10.4344;13.0094;"Tatera kempi";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Tatera";"kempi";"Mammalia";1;36;"predicts_NA"
"MLI-OO";"Tatera kempi";"MJ1_2011__Granjon 1 Baoulé 63";"Tatera kempi";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 63";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-10.4344;13.1699;"Tatera kempi";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Tatera";"kempi";"Mammalia";5;90;"predicts_NA"
"MLI-OO";"Tatera kempi";"MJ1_2011__Granjon 1 Baoulé 66";"Tatera kempi";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 66";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-10.4664;12.9489;"Tatera kempi";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Tatera";"kempi";"Mammalia";3;21.6;"predicts_NA"
"MLI-OO";"Tatera kempi";"MJ1_2011__Granjon 1 Mts. Mandingues 2";"Tatera kempi";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 2";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-8.760211;12.271652;"Tatera kempi";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Tatera";"kempi";"Mammalia";1;3.80952380952381;"predicts_NA"
"MLI-OO";"Taterillus gracilis";"MJ1_2011__Granjon 1 Mts. Mandingues 7";"Taterillus gracilis";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 7";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-8.75762;12.27075;"Taterillus gracilis";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Taterillus";"gracilis";"Mammalia";5;55.3846153846154;"predicts_NA"
"MLI-OO";"Taterillus gracilis";"MJ1_2011__Granjon 1 Sikasso 119";"Taterillus gracilis";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 119";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-5.568683;10.779718;"Taterillus gracilis";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Taterillus";"gracilis";"Mammalia";1;12;"predicts_NA"
"MLI-OO";"Taterillus gracilis";"MJ1_2011__Granjon 1 Sikasso 83";"Taterillus gracilis";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 83";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-5.4369;11.2291;"Taterillus gracilis";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Taterillus";"gracilis";"Mammalia";1;7.2;"predicts_NA"
"MLI-OO";"Uranomys ruddi";"MJ1_2011__Granjon 1 Bafing 21";"Uranomys ruddi";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 21";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-10.2562;12.477;"Uranomys ruddi";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Uranomys";"ruddi";"Mammalia";1;5.53846153846154;"predicts_NA"
"MLI-OO";"Uranomys ruddi";"MJ1_2011__Granjon 1 Sikasso 86";"Uranomys ruddi";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 86";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-5.6692;10.8259;"Uranomys ruddi";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Uranomys";"ruddi";"Mammalia";1;14.4;"predicts_NA"
"MLI-OO";"Uranomys ruddi";"MJ1_2011__Granjon 1 Sikasso 91";"Uranomys ruddi";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 91";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-5.6692;10.8259;"Uranomys ruddi";"Animalia";"Chordata";"Mammalia";"Rodentia";"Muridae";"Uranomys";"ruddi";"Mammalia";1;18;"predicts_NA"
"MLI-OO";"Xerus erythropus";"MJ1_2011__Granjon 1 Mts. Mandingues 12";"Xerus erythropus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 12";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-8.369918;12.470485;"Xerus erythropus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Sciuridae";"Xerus";"erythropus";"Mammalia";2;8;"predicts_NA"
"MLI-OO";"Xerus erythropus";"MJ1_2011__Granjon 1 Sikasso 106";"Xerus erythropus";"Granjon and Duplantier 2011";"MJ1_2011__Granjon 1 106";"Abundance";"Mammalia";"Cropland";"Minimal use";NA;-5.5629;10.7827;"Xerus erythropus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Sciuridae";"Xerus";"erythropus";"Mammalia";1;18;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  1";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 1";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-90.964226;16.087039;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  13";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 13";"Abundance";"Mammalia";"Intermediate secondary vegetation";"Minimal use";NA;-90.947141;16.10159;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  17";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 17";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-90.900362;16.153882;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  18";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 18";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-90.840801;16.087856;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  19";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 19";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-90.915917;16.164335;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  20";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 20";"Abundance";"Mammalia";"Pasture";"Light use";NA;-91.07426922;16.0777702;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  21";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 21";"Abundance";"Mammalia";"Pasture";"Intense use";NA;-90.842206;16.248952;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  22";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 22";"Abundance";"Mammalia";"Pasture";"Light use";NA;-90.782262;16.12511;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  24";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 24";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-91.000569;16.110753;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  26";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 26";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-90.879451;16.178615;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  27";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 27";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-90.72519;16.139394;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  28";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 28";"Abundance";"Mammalia";"Primary vegetation";"Intense use";NA;-90.988217;16.076552;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  3";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 3";"Abundance";"Mammalia";"Intermediate secondary vegetation";"Light use";NA;-90.858775;16.159013;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  4";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 4";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-90.868803;16.077818;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  5";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 5";"Abundance";"Mammalia";"Pasture";"Intense use";NA;-90.84012;16.278114;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  8";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 8";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-90.90157;16.210837;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Agouti paca";"HZ1_2013__Garmendia 1  9";"Agouti paca";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 9";"Abundance";"Mammalia";"Pasture";"Intense use";NA;-91.039428;16.086593;"Agouti paca";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Agouti";"paca";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Cabassous centralis";"HZ1_2013__Garmendia 1  1";"Cabassous centralis";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 1";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-90.964226;16.087039;"Cabassous centralis";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Cabassous";"centralis";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Cabassous centralis";"HZ1_2013__Garmendia 1  10";"Cabassous centralis";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 10";"Abundance";"Mammalia";"Pasture";"Intense use";NA;-90.726235;16.240265;"Cabassous centralis";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Cabassous";"centralis";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Cabassous centralis";"HZ1_2013__Garmendia 1  16";"Cabassous centralis";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 16";"Abundance";"Mammalia";"Primary vegetation";"Intense use";NA;-90.681206;16.200013;"Cabassous centralis";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Cabassous";"centralis";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Cabassous centralis";"HZ1_2013__Garmendia 1  26";"Cabassous centralis";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 26";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-90.879451;16.178615;"Cabassous centralis";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Cabassous";"centralis";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Cabassous centralis";"HZ1_2013__Garmendia 1  5";"Cabassous centralis";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 5";"Abundance";"Mammalia";"Pasture";"Intense use";NA;-90.84012;16.278114;"Cabassous centralis";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Cabassous";"centralis";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Cabassous centralis";"HZ1_2013__Garmendia 1  8";"Cabassous centralis";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 8";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-90.90157;16.210837;"Cabassous centralis";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Cabassous";"centralis";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Conepatus semistriatus";"HZ1_2013__Garmendia 1  26";"Conepatus semistriatus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 26";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-90.879451;16.178615;"Conepatus semistriatus";"Animalia";"Chordata";"Mammalia";"Carnivora";"Mephitidae";"Conepatus";"semistriatus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasyprocta punctata";"HZ1_2013__Garmendia 1  20";"Dasyprocta punctata";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 20";"Abundance";"Mammalia";"Pasture";"Light use";NA;-91.07426922;16.0777702;"Dasyprocta punctata";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Dasyprocta";"punctata";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasyprocta punctata";"HZ1_2013__Garmendia 1  28";"Dasyprocta punctata";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 28";"Abundance";"Mammalia";"Primary vegetation";"Intense use";NA;-90.988217;16.076552;"Dasyprocta punctata";"Animalia";"Chordata";"Mammalia";"Rodentia";"Agoutidae";"Dasyprocta";"punctata";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  10";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 10";"Abundance";"Mammalia";"Pasture";"Intense use";NA;-90.726235;16.240265;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  11";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 11";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-90.939819;16.128463;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  13";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 13";"Abundance";"Mammalia";"Intermediate secondary vegetation";"Minimal use";NA;-90.947141;16.10159;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  15";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 15";"Abundance";"Mammalia";"Pasture";"Intense use";NA;-90.906149;16.085907;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  16";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 16";"Abundance";"Mammalia";"Primary vegetation";"Intense use";NA;-90.681206;16.200013;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  17";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 17";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-90.900362;16.153882;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  18";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 18";"Abundance";"Mammalia";"Primary vegetation";"Light use";NA;-90.840801;16.087856;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  19";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 19";"Abundance";"Mammalia";"Primary vegetation";"Minimal use";NA;-90.915917;16.164335;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  2";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 2";"Abundance";"Mammalia";"Primary vegetation";"Intense use";NA;-90.77055;16.295644;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  20";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 20";"Abundance";"Mammalia";"Pasture";"Light use";NA;-91.07426922;16.0777702;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
"MXT-CI";"Dasypus novemcinctus";"HZ1_2013__Garmendia 1  21";"Dasypus novemcinctus";"Garmendia et al. 2013";"HZ1_2013__Garmendia 1 21";"Abundance";"Mammalia";"Pasture";"Intense use";NA;-90.842206;16.248952;"Dasypus novemcinctus";"Animalia";"Chordata";"Mammalia";"Cingulata";"Dasypodidae";"Dasypus";"novemcinctus";"Mammalia";1;1;"predicts_NA"
